第 5 次循环
Episode 134 : -46596.51
Episode 135 : -38289.39
Episode 136 : -32725.64
Episode 137 : -35649.30
Episode 138 : -34740.23
Episode 139 : -30182.88
Episode 140 : -27322.32
Episode 141 : -55303.73
Episode 142 : -41024.83
Episode 143 : -50457.81
Episode 144 : -46701.10
Episode 145 : -40851.80
Episode 146 : -41415.16
Episode 147 : -36280.35
Episode 148 : -49550.53
Episode 149 : -47164.54
Episode 150 : -40335.47
Episode 151 : -39463.67
Episode 152 : -43130.33
Episode 153 : -32427.53
Episode 154 : -31458.16
Episode 155 : -38577.09
Episode 156 : -33855.02
Episode 157 : -23033.01
Episode 158 : -40059.83
Episode 159 : -29822.72
Episode 160 : -27339.74
Episode 161 : -34383.21
Episode 162 : -33914.51
Episode 163 : -56904.70
Episode 164 : -46573.95
Episode 165 : -40533.93
Episode 166 : -36088.08
Episode 167 : -34812.68
Episode 168 : -28491.32
Episode 169 : -28790.25
Episode 170 : -30925.63
Episode 171 : -34098.33
Episode 172 : -47457.30
Episode 173 : -40164.26
Episode 174 : -36735.79
Episode 175 : -36433.44
Episode 176 : -34813.51
Episode 177 : -29737.47
Episode 178 : -42858.00
Episode 179 : -41603.45
Episode 180 : -29439.13
Episode 181 : -30740.87
Episode 182 : -30115.26
Episode 183 : -23090.54
Episode 184 : -10280.26
Episode 185 : -37628.63
Episode 186 : -39083.97
Episode 187 : -31596.67
Episode 188 : -32908.54
Episode 189 : -31141.48
Episode 190 : -27577.22
Episode 191 : -36579.89
Episode 192 : -27969.63
Episode 193 : -29899.19
Episode 194 : -33557.01
Episode 195 : -45028.57
Episode 196 : -32731.44
Episode 197 : -29569.88
Episode 198 : -32607.24
Episode 199 : -36134.91

第一阶段时间为：0.0005110000001877779
200回合，每个回合1000步的情况下
第二阶段时间为：848.7868198999995
总时间为：848.7873308999997

训练集各项指标：
评价指标MAE的值为：72.48542589912525
评价指标RMSE的值为：155.619934369167
评价指标CV的值为：0.3814263670632869
评价指标R^2的值：1.0319688149562685
====================================================================
测试集各项指标：
评价指标MAE的值为：41.718886612021834
评价指标RMSE的值为：63.545876076462584
评价指标CV的值为：0.17229662113369
评价指标R^2的值：0.9951803796943779
