第 6 次循环
评价指标MAE的值为：73.516609597877
评价指标RMSE的值为：158.92575292099363
评价指标CV的值为：0.3900779752939065
评价指标R^2的值：1.0468828275520528
====================================================================
测试集各项指标：
评价指标MAE的值为：33.47627732240436
评价指标RMSE的值为：58.41850675855134
评价指标CV的值为：0.15839440649244937
评价指标R^2的值：1.0593712070972123
