第 6 次循环
Episode 139 : -33066.18
Episode 140 : -32201.23
Episode 141 : -13198.56
Episode 142 : -31646.40
Episode 143 : -54509.57
Episode 144 : -32958.66
Episode 145 : -33202.15
Episode 146 : -27916.80
Episode 147 : -26964.03
Episode 148 : -29348.65
Episode 149 : -31936.11
Episode 150 : -31225.54
Episode 151 : -31329.91
Episode 152 : -41373.23
Episode 153 : -30028.58
Episode 154 : -30866.03
Episode 155 : -29602.87
Episode 156 : -48186.18
Episode 157 : -30436.69
Episode 158 : -31346.15
Episode 159 : -12727.42
Episode 160 : -26699.01
Episode 161 : -32427.25
Episode 162 : -30977.22
Episode 163 : -30938.38
Episode 164 : -34140.38
Episode 165 : -25526.51
Episode 166 : -27732.51
Episode 167 : -29577.47
Episode 168 : -24210.44
Episode 169 : -29169.31
Episode 170 : -27376.30
Episode 171 : -27255.93
Episode 172 : -28462.60
Episode 173 : -27858.55
Episode 174 : -30656.00
Episode 175 : -29344.20
Episode 176 : -28490.45
Episode 177 : -26755.15
Episode 178 : -27577.69
Episode 179 : -26461.01
Episode 180 : -24673.38
Episode 181 : -30608.09
Episode 182 : -31429.59
Episode 183 : -45244.60
Episode 184 : -31767.75
Episode 185 : -31163.24
Episode 186 : -1839.95
Episode 187 : -34245.14
Episode 188 : -30330.10
Episode 189 : -47812.70
Episode 190 : -37174.92
Episode 191 : -40881.99
Episode 192 : -42201.50
Episode 193 : -26823.07
Episode 194 : -32682.26
Episode 195 : -27094.29
Episode 196 : -31759.01
Episode 197 : -58479.58
Episode 198 : -31485.48
Episode 199 : -37829.79

第一阶段时间为：0.00048380000043835025
200回合，每个回合1000步的情况下
第二阶段时间为：1326.5432784000004
总时间为：1326.5437622000009

训练集各项指标：
评价指标MAE的值为：53.56190577984674
评价指标RMSE的值为：446.47486228650496
评价指标CV的值为：1.0896102949046251
评价指标R^2的值：3.451348998006236
====================================================================
测试集各项指标：
评价指标MAE的值为：30.418820390336496
评价指标RMSE的值为：45.94993926669404
评价指标CV的值为：0.12458745973418273
评价指标R^2的值：1.0081791646132598
