第 1 次循环
Episode 106 : -24517.76
Episode 107 : -25423.42
Episode 108 : -28630.43
Episode 109 : -26620.78
Episode 110 : -25363.23
Episode 111 : -615.94
Episode 112 : -23436.33
Episode 113 : -24081.11
Episode 114 : -25526.20
Episode 115 : -22902.97
Episode 116 : -32977.58
Episode 117 : -33734.96
Episode 118 : -30307.79
Episode 119 : -27558.34
Episode 120 : -27092.84
Episode 121 : -27891.90
Episode 122 : -25355.10
Episode 123 : -24582.65
Episode 124 : -25449.51
Episode 125 : -26481.91
Episode 126 : -31531.06
Episode 127 : -2559.27
Episode 128 : -39299.33
Episode 129 : -27319.00
Episode 130 : -42561.83
Episode 131 : -25752.02
Episode 132 : -27351.17
Episode 133 : -25676.13
Episode 134 : -30739.56
Episode 135 : -25842.66
Episode 136 : -21388.58
Episode 137 : -22399.20
Episode 138 : -21974.12
Episode 139 : -28452.01
Episode 140 : -28155.92
Episode 141 : -31032.37
Episode 142 : -31891.60
Episode 143 : -25772.90
Episode 144 : -35859.92
Episode 145 : -27258.29
Episode 146 : -29585.27
Episode 147 : -26586.60
Episode 148 : -26151.42
Episode 149 : -25584.87
Episode 150 : -26693.89
Episode 151 : -9935.65
Episode 152 : -26239.85
Episode 153 : -32129.45
Episode 154 : -26646.43
Episode 155 : -20426.21
Episode 156 : -24567.91
Episode 157 : -31396.17
Episode 158 : -23659.21
Episode 159 : -26383.58
Episode 160 : -25678.50
Episode 161 : -23269.64
Episode 162 : -30633.39
Episode 163 : -28755.31
Episode 164 : -9409.82
Episode 165 : -29060.68
Episode 166 : -28378.06
Episode 167 : -29085.76
Episode 168 : -31581.82
Episode 169 : -28019.63
Episode 170 : -26205.18
Episode 171 : -3547.65
Episode 172 : -22747.73
Episode 173 : -27612.05
Episode 174 : -26357.59
Episode 175 : -23649.39
Episode 176 : -32575.05
Episode 177 : -52319.32
Episode 178 : -29610.51
Episode 179 : -25974.77
Episode 180 : -28667.60
Episode 181 : -28455.65
Episode 182 : -26095.85
Episode 183 : -15826.13
Episode 184 : -41969.04
Episode 185 : -24616.47
Episode 186 : -25752.80
Episode 187 : -28667.31
Episode 188 : -25808.93
Episode 189 : -28590.68
Episode 190 : -24491.91
Episode 191 : -29411.09
Episode 192 : -26942.64
Episode 193 : -25543.19
Episode 194 : -27606.05
Episode 195 : -35591.38
Episode 196 : -46427.40
Episode 197 : -29273.40
Episode 198 : -25971.71
Episode 199 : -23303.24

第一阶段时间为：0.0031774999999925058
200回合，每个回合1000步的情况下
第二阶段时间为：1304.5972902000003
总时间为：1304.6004677

训练集各项指标：
评价指标MAE的值为：38.45282611201105
评价指标RMSE的值为：91.60801891521184
评价指标CV的值为：0.22658193393449988
评价指标R^2的值：1.0404459429637278
====================================================================
测试集各项指标：
评价指标MAE的值为：24.31662326916971
评价指标RMSE的值为：41.031079948798855
评价指标CV的值为：0.11125059363628621
评价指标R^2的值：0.9732655382378452
