第 9 次循环
Episode 77 : -64702.13
Episode 78 : -62597.48
Episode 79 : -73075.22
Episode 80 : -55661.21
Episode 81 : -55869.11
Episode 82 : -56882.57
Episode 83 : -55369.72
Episode 84 : -47439.29
Episode 85 : -55361.40
Episode 86 : -51017.27
Episode 87 : -47169.57
Episode 88 : -51366.66
Episode 89 : -57500.44
Episode 90 : -61157.75
Episode 91 : -55451.40
Episode 92 : -45922.05
Episode 93 : -51235.72
Episode 94 : -49303.37
Episode 95 : -59323.28
Episode 96 : -46734.54
Episode 97 : -39553.33
Episode 98 : -49575.01
Episode 99 : -51801.36
Episode 100 : -47631.28
Episode 101 : -46452.84
Episode 102 : -57539.06
Episode 103 : -51750.43
Episode 104 : -48086.05
Episode 105 : -47123.22
Episode 106 : -48327.75
Episode 107 : -44431.38
Episode 108 : -41156.45
Episode 109 : -46531.69
Episode 110 : -40999.14
Episode 111 : -44619.43
Episode 112 : -47183.15
Episode 113 : -39986.08
Episode 114 : -44677.14
Episode 115 : -34166.13
Episode 116 : -45362.80
Episode 117 : -45295.05
Episode 118 : -36216.92
Episode 119 : -39174.00
Episode 120 : -35440.63
Episode 121 : -51913.21
Episode 122 : -49443.01
Episode 123 : -38906.57
Episode 124 : -59961.86
Episode 125 : -36340.41
Episode 126 : -33401.32
Episode 127 : -37030.55
Episode 128 : -32683.46
Episode 129 : -33612.73
Episode 130 : -29639.60
Episode 131 : -37367.02
Episode 132 : -41705.55
Episode 133 : -35901.34
Episode 134 : -36234.51
Episode 135 : -21050.34
Episode 136 : -40210.62
Episode 137 : -31864.03
Episode 138 : -39192.23
Episode 139 : -36072.47
Episode 140 : -33597.82
Episode 141 : -42298.53
Episode 142 : -57098.66
Episode 143 : -38783.58
Episode 144 : -41350.00
Episode 145 : -32329.20
Episode 146 : -39787.66
Episode 147 : -37481.31
Episode 148 : -37118.72
Episode 149 : -32948.29
Episode 150 : -32118.84
Episode 151 : -33164.73
Episode 152 : -37957.01
Episode 153 : -34352.06
Episode 154 : -37298.36
Episode 155 : -35970.14
Episode 156 : -36340.71
Episode 157 : -33128.91
Episode 158 : -32720.45
Episode 159 : -29606.23
Episode 160 : -35343.61
Episode 161 : -34968.24
Episode 162 : -29964.62
Episode 163 : -36582.73
Episode 164 : -38358.18
Episode 165 : -19426.46
Episode 166 : -41006.34
Episode 167 : -37391.49
Episode 168 : -29091.42
Episode 169 : -36050.96
Episode 170 : -37148.06
Episode 171 : -26903.67
Episode 172 : -35332.98
Episode 173 : -35219.06
Episode 174 : -32107.83
Episode 175 : -30642.53
Episode 176 : -25612.53
Episode 177 : -12113.11
Episode 178 : -30914.16
Episode 179 : -31209.82
Episode 180 : -34078.63
Episode 181 : -25912.60
Episode 182 : -27705.64
Episode 183 : -36465.92
Episode 184 : -29976.33
Episode 185 : -35439.10
Episode 186 : -33191.08
Episode 187 : -33215.54
Episode 188 : -32391.83
Episode 189 : -27468.58
Episode 190 : -31378.98
Episode 191 : -34128.88
Episode 192 : -33018.29
Episode 193 : -34738.53
Episode 194 : -31111.58
Episode 195 : -33008.10
Episode 196 : -36489.14
Episode 197 : -32126.57
Episode 198 : -30496.45
Episode 199 : -36256.03

第一阶段时间为：0.006394999999429274
200回合，每个回合1000步的情况下
第二阶段时间为：857.4545794000005
总时间为：857.4609743999999

训练集各项指标：
评价指标MAE的值为：71.46987646882928
评价指标RMSE的值为：155.31958445856867
评价指标CV的值为：0.38273909348264457
评价指标R^2的值：1.0355599486199427
====================================================================
测试集各项指标：
评价指标MAE的值为：35.607943989071025
评价指标RMSE的值为：49.11439173617804
评价指标CV的值为：0.1331674731338596
评价指标R^2的值：0.9346476634897707
