第 1 次循环
Episode 150 : -35020.82
Episode 151 : -28650.00
Episode 152 : -41888.63
Episode 153 : -32022.09
Episode 154 : -35421.32
Episode 155 : -39136.76
Episode 156 : -26405.91
Episode 157 : -34739.80
Episode 158 : -56493.97
Episode 159 : -48155.80
Episode 160 : -31273.50
Episode 161 : -34563.23
Episode 162 : -34510.80
Episode 163 : -30563.07
Episode 164 : -28653.95
Episode 165 : -36096.99
Episode 166 : -31108.75
Episode 167 : -30632.54
Episode 168 : -36558.03
Episode 169 : -27086.67
Episode 170 : -37325.08
Episode 171 : -35915.90
Episode 172 : -33175.13
Episode 173 : -57240.82
Episode 174 : -29362.11
Episode 175 : -50074.34
Episode 176 : -39510.85
Episode 177 : -33879.37
Episode 178 : -30338.89
Episode 179 : -33291.78
Episode 180 : -41362.60
Episode 181 : -49959.59
Episode 182 : -39701.65
Episode 183 : -37798.98
Episode 184 : -28577.36
Episode 185 : -30792.55
Episode 186 : -37135.57
Episode 187 : -34544.55
Episode 188 : -33313.98
Episode 189 : -32721.38
Episode 190 : -30590.41
Episode 191 : -26742.74
Episode 192 : -41385.20
Episode 193 : -32890.23
Episode 194 : -29067.06
Episode 195 : -37279.02
Episode 196 : -38920.53
Episode 197 : -33705.18
Episode 198 : -23664.29
Episode 199 : -33325.28

第一阶段时间为：0.000833899999999943
200回合，每个回合1000步的情况下
第二阶段时间为：809.5548781
总时间为：809.555712

训练集各项指标：
评价指标MAE的值为：73.56354195610096
评价指标RMSE的值为：157.8893397062473
评价指标CV的值为：0.39131165685206304
评价指标R^2的值：1.0379565188225095
====================================================================
测试集各项指标：
评价指标MAE的值为：42.13917349726775
评价指标RMSE的值为：62.531092311500515
评价指标CV的值为：0.16954516305836334
评价指标R^2的值：1.03620735066865
