第 4 次循环
Episode 122 : -25350.56
Episode 123 : -34796.09
Episode 124 : -41410.41
Episode 125 : -28517.97
Episode 126 : -26833.26
Episode 127 : -27511.98
Episode 128 : -21705.04
Episode 129 : -28307.58
Episode 130 : -25728.18
Episode 131 : -22090.90
Episode 132 : -19242.69
Episode 133 : -15201.03
Episode 134 : -26396.44
Episode 135 : -28189.80
Episode 136 : -21433.60
Episode 137 : -26841.53
Episode 138 : -3411.98
Episode 139 : -26505.45
Episode 140 : -26420.14
Episode 141 : -23594.26
Episode 142 : -24289.23
Episode 143 : -23817.94
Episode 144 : -24368.82
Episode 145 : -25394.72
Episode 146 : -29713.80
Episode 147 : -26121.18
Episode 148 : -9055.11
Episode 149 : -31836.75
Episode 150 : -25480.52
Episode 151 : -26872.16
Episode 152 : -26132.28
Episode 153 : -29698.65
Episode 154 : -26616.41
Episode 155 : -27502.91
Episode 156 : -23647.61
Episode 157 : -27278.13
Episode 158 : -27278.32
Episode 159 : -22194.18
Episode 160 : -25581.23
Episode 161 : -26824.42
Episode 162 : -25929.43
Episode 163 : -26406.95
Episode 164 : -21733.67
Episode 165 : -26761.59
Episode 166 : -29380.87
Episode 167 : -23667.66
Episode 168 : -25877.38
Episode 169 : -25633.09
Episode 170 : -27741.28
Episode 171 : -2210.51
Episode 172 : -32667.46
Episode 173 : -26189.72
Episode 174 : -25738.73
Episode 175 : -25636.28
Episode 176 : -22743.54
Episode 177 : -35210.36
Episode 178 : -27240.37
Episode 179 : -40577.93
Episode 180 : -27299.59
Episode 181 : -28324.58
Episode 182 : -27247.84
Episode 183 : -25991.54
Episode 184 : -24092.55
Episode 185 : -9351.27
Episode 186 : -30505.83
Episode 187 : -12603.90
Episode 188 : -28390.97
Episode 189 : -26197.20
Episode 190 : -23620.47
Episode 191 : -21128.87
Episode 192 : -20292.84
Episode 193 : -26705.57
Episode 194 : -25438.16
Episode 195 : -27868.15
Episode 196 : -26517.75
Episode 197 : -26634.39
Episode 198 : -28804.46
Episode 199 : -23078.90

第一阶段时间为：0.004250200000569748
200回合，每个回合1000步的情况下
第二阶段时间为：1314.0054630999994
总时间为：1314.0097133

训练集各项指标：
评价指标MAE的值为：35.863442949069864
评价指标RMSE的值为：108.1459675758203
评价指标CV的值为：0.26447023727841873
评价指标R^2的值：1.0928021760937623
====================================================================
测试集各项指标：
评价指标MAE的值为：26.61709041199396
评价指标RMSE的值为：44.71989198507062
评价指标CV的值为：0.12125234180767269
评价指标R^2的值：1.047310900177821
