第 5 次循环
Episode 96 : -27909.40
Episode 97 : -11152.83
Episode 98 : -25179.01
Episode 99 : -32913.77
Episode 100 : -29482.15
Episode 101 : -23063.24
Episode 102 : -50686.35
Episode 103 : -41991.05
Episode 104 : -25700.48
Episode 105 : -29473.79
Episode 106 : -15910.63
Episode 107 : -25840.48
Episode 108 : -50795.41
Episode 109 : -27659.58
Episode 110 : -30156.65
Episode 111 : -23912.54
Episode 112 : -21770.91
Episode 113 : -40556.08
Episode 114 : -28996.36
Episode 115 : -26988.60
Episode 116 : -30585.44
Episode 117 : -28937.36
Episode 118 : -37409.52
Episode 119 : -27451.77
Episode 120 : -29548.84
Episode 121 : -27667.74
Episode 122 : -27432.69
Episode 123 : -32791.78
Episode 124 : -27542.86
Episode 125 : -25938.86
Episode 126 : -30272.36
Episode 127 : -24967.05
Episode 128 : -28248.73
Episode 129 : -51784.00
Episode 130 : -27500.57
Episode 131 : -24598.34
Episode 132 : -25171.90
Episode 133 : -24790.61
Episode 134 : -30947.94
Episode 135 : -26131.74
Episode 136 : -26983.77
Episode 137 : -11592.32
Episode 138 : -6132.13
Episode 139 : -24122.70
Episode 140 : -26276.07
Episode 141 : -38260.08
Episode 142 : -26169.66
Episode 143 : -29530.48
Episode 144 : -26438.57
Episode 145 : -27223.42
Episode 146 : -27293.05
Episode 147 : -27946.07
Episode 148 : -27956.81
Episode 149 : -23266.60
Episode 150 : -10798.82
Episode 151 : -24583.16
Episode 152 : -22749.94
Episode 153 : -22379.25
Episode 154 : -29481.75
Episode 155 : -42386.06
Episode 156 : -26016.12
Episode 157 : -27968.93
Episode 158 : -26247.83
Episode 159 : -28408.70
Episode 160 : -25221.78
Episode 161 : -26116.45
Episode 162 : -22631.95
Episode 163 : -25575.32
Episode 164 : -23013.76
Episode 165 : -24438.31
Episode 166 : -10086.97
Episode 167 : -30781.54
Episode 168 : -30893.20
Episode 169 : -24173.78
Episode 170 : -29789.68
Episode 171 : -29196.58
Episode 172 : -24620.33
Episode 173 : -28807.42
Episode 174 : -36700.55
Episode 175 : -24775.37
Episode 176 : -21689.59
Episode 177 : -27251.94
Episode 178 : -26440.45
Episode 179 : -38308.05
Episode 180 : -28905.71
Episode 181 : -30597.13
Episode 182 : -22983.07
Episode 183 : -27481.83
Episode 184 : -24363.53
Episode 185 : -28163.51
Episode 186 : -41659.77
Episode 187 : -41649.40
Episode 188 : -28122.85
Episode 189 : -34072.10
Episode 190 : -29250.08
Episode 191 : -19167.94
Episode 192 : -23656.59
Episode 193 : -26542.00
Episode 194 : -26100.04
Episode 195 : -41777.71
Episode 196 : -36900.48
Episode 197 : -26304.49
Episode 198 : -34856.76
Episode 199 : -30008.15

第一阶段时间为：0.0005787000000054832
200回合，每个回合1000步的情况下
第二阶段时间为：1327.962842
总时间为：1327.9634207

训练集各项指标：
评价指标MAE的值为：38.23862218068843
评价指标RMSE的值为：80.37129018914074
评价指标CV的值为：0.1983508223978091
评价指标R^2的值：1.0118108348465957
====================================================================
测试集各项指标：
评价指标MAE的值为：24.859301525595406
评价指标RMSE的值为：41.7416208096492
评价指标CV的值为：0.11317713548385834
评价指标R^2的值：0.9998171948841896
