第 7 次循环
200回合，每个回合1000步的情况下
第二阶段时间为：846.1960012
总时间为：846.1967634000002

训练集各项指标：
评价指标MAE的值为：72.99814467127884
评价指标RMSE的值为：157.16154355546362
评价指标CV的值为：0.3897305972497255
评价指标R^2的值：1.0424718762131409
====================================================================
测试集各项指标：
评价指标MAE的值为：32.091086065573776
评价指标RMSE的值为：49.09088223676727
评价指标CV的值为：0.13310373009397852
评价指标R^2的值：1.0448064714002385
