第 2 次循环
Episode 142 : -24439.25
Episode 143 : -39692.56
Episode 144 : -27280.93
Episode 145 : -46014.83
Episode 146 : -29924.73
Episode 147 : -26067.21
Episode 148 : -25543.08
Episode 149 : -30704.92
Episode 150 : -37651.17
Episode 151 : -23528.92
Episode 152 : -24505.18
Episode 153 : -24455.50
Episode 154 : -28247.91
Episode 155 : -53101.16
Episode 156 : -31857.19
Episode 157 : -26367.44
Episode 158 : -26026.71
Episode 159 : -24776.94
Episode 160 : -24445.06
Episode 161 : -32447.68
Episode 162 : -27639.05
Episode 163 : -27865.13
Episode 164 : -27850.13
Episode 165 : -30023.72
Episode 166 : -24969.60
Episode 167 : -50422.74
Episode 168 : -27666.27
Episode 169 : -28443.52
Episode 170 : -19984.69
Episode 171 : -47623.35
Episode 172 : -28298.34
Episode 173 : -31334.49
Episode 174 : -29370.36
Episode 175 : -28921.78
Episode 176 : -37268.74
Episode 177 : -27198.41
Episode 178 : -26508.10
Episode 179 : -12691.21
Episode 180 : -20724.34
Episode 181 : -47737.99
Episode 182 : -27220.29
Episode 183 : -24748.41
Episode 184 : -47699.56
Episode 185 : -25565.07
Episode 186 : -23495.31
Episode 187 : -22550.45
Episode 188 : -25526.30
Episode 189 : -26880.91
Episode 190 : -23126.78
Episode 191 : -26461.96
Episode 192 : -10090.69
Episode 193 : -26372.46
Episode 194 : -23391.51
Episode 195 : -31206.28
Episode 196 : -25220.09
Episode 197 : -38225.38
Episode 198 : -21568.94
Episode 199 : -28357.69

第一阶段时间为：0.003083399999923131
200回合，每个回合1000步的情况下
第二阶段时间为：1345.5576581
总时间为：1345.5607415

训练集各项指标：
评价指标MAE的值为：39.935615180764906
评价指标RMSE的值为：156.78660872811042
评价指标CV的值为：0.38784921340771517
评价指标R^2的值：1.2838252126117737
====================================================================
测试集各项指标：
评价指标MAE的值为：24.402300447140885
评价指标RMSE的值为：40.34566550897997
评价指标CV的值为：0.10939217890745416
评价指标R^2的值：1.0294966657081979
